,id,username,date,retweet
1080,1357744277070123008,radioelshinta,2021-02-06,@haniwoonie
1081,1357131518188027905,radioelshinta,2021-02-04,@RECOVERADIO
1082,1357003008278556673,radioelshinta,2021-02-03,
1083,1356740818103529472,radioelshinta,2021-02-03,@dubie_tina
1084,1356453994617397253,radioelshinta,2021-02-02,@Dodi76650439
1086,1356206084130672643,radioelshinta,2021-02-01,@EdwarFeggy
1088,1356107168601100296,radioelshinta,2021-02-01,@dekabadai_28
1093,1356085267845705729,radioelshinta,2021-02-01,@ElshintaTegal_
1094,1355846832518090755,radioelshinta,2021-01-31,@Sjteddy1
1096,1355703305247154176,radioelshinta,2021-01-31,
1097,1355599159911469066,radioelshinta,2021-01-31,
1098,1355583362824425475,radioelshinta,2021-01-31,
1100,1355348890350829574,radioelshinta,2021-01-30,
1102,1355079006677159947,radioelshinta,2021-01-29,@jageundalnim
1103,1354992838518292482,radioelshinta,2021-01-29,
1105,1354974015958306824,radioelshinta,2021-01-29,@s_fadjriyani
1106,1354911377375170561,radioelshinta,2021-01-29,
1107,1354759287201959936,radioelshinta,2021-01-28,@MrTom10965504
1110,1354621764098170891,radioelshinta,2021-01-28,@kakapampam
1112,1354454441383010305,radioelshinta,2021-01-27,@jumadi097
1114,1354348260027027458,radioelshinta,2021-01-27,@ArisGooners
1115,1354281358625959936,radioelshinta,2021-01-27,@munfarikhaaas
1118,1353984775980085249,radioelshinta,2021-01-26,
1119,1353588401795067904,radioelshinta,2021-01-25,
1122,1353530683428200448,radioelshinta,2021-01-25,@Gunartowahid1
1125,1353313503071793155,radioelshinta,2021-01-24,@youliyoud
1126,1353295214719320064,radioelshinta,2021-01-24,
1127,1353281443984678912,radioelshinta,2021-01-24,
1128,1353266249749254144,radioelshinta,2021-01-24,
1129,1353213372347518976,radioelshinta,2021-01-24,@amarabyan
1131,1353015967991828480,radioelshinta,2021-01-23,@Mohamma28992919
1132,1352932700848492545,radioelshinta,2021-01-23,
1133,1352902065127710720,radioelshinta,2021-01-23,@mygracepa
1137,1352592227671785472,radioelshinta,2021-01-22,@MakaroniPonkel
1138,1352469621870260224,radioelshinta,2021-01-22,@munfarikhaaas
1139,1352270477335531523,radioelshinta,2021-01-21,@BagusRTNews
1141,1352182396230139904,radioelshinta,2021-01-21,@yud_iii
1142,1352176981173960704,radioelshinta,2021-01-21,@justbob616
1145,1351896009274650632,radioelshinta,2021-01-20,@SantaPradana
1148,1351730505603977216,radioelshinta,2021-01-20,@ROMDHONIWK
1149,1351706351362166787,radioelshinta,2021-01-20,@n4dini
1154,1350951891069493250,radioelshinta,2021-01-18,@d_nurhakim
1155,1350937499204521996,radioelshinta,2021-01-18,@Bimasenna
1156,1350809748526952449,radioelshinta,2021-01-17,@BeauTy_MiST
1158,1350749062857781250,radioelshinta,2021-01-17,@aryaputraramad6
1162,1350433785649643521,radioelshinta,2021-01-16,@frikarashi
1167,1349975037898461186,radioelshinta,2021-01-15,@Bhrigutantra
1170,1349892373568913408,radioelshinta,2021-01-15,@noja_zuhaidha
1173,1349703619453456384,radioelshinta,2021-01-14,@Info_dari_Anda
1178,1349629826315894785,radioelshinta,2021-01-14,@alphabillllll
1191,1349270664176308225,radioelshinta,2021-01-13,@Bram_bgr
1200,1349180901448577026,radioelshinta,2021-01-13,@TrimoHarnanto9
1201,1349168561160245250,radioelshinta,2021-01-13,@SorbanPaliid
1203,1349165832820060160,radioelshinta,2021-01-13,@Ridwansuwandi
1207,1348958150821605377,radioelshinta,2021-01-12,@ElshintaTegal_
1249,1346776563358994433,radioelshinta,2021-01-06,
1252,1346724451056979969,radioelshinta,2021-01-06,
1254,1346702276128169984,radioelshinta,2021-01-06,@dabenone2
1257,1346631425185890304,radioelshinta,2021-01-06,
1258,1346624475270266880,radioelshinta,2021-01-06,
1259,1346621506172846080,radioelshinta,2021-01-06,@amirsyahoke
1261,1346536008418951168,radioelshinta,2021-01-06,@Sjteddy1
1263,1346374992133410817,radioelshinta,2021-01-05,@bangjago2021
1264,1346326537096708096,radioelshinta,2021-01-05,
1265,1346312654650974208,radioelshinta,2021-01-05,
1267,1346250130471620610,radioelshinta,2021-01-05,
1270,1346022567396556800,radioelshinta,2021-01-04,
1271,1345957076556603393,radioelshinta,2021-01-04,@FitRadioBandung
1274,1345918259095248897,radioelshinta,2021-01-04,@ElshintaTegal_
1278,1345669237327630336,radioelshinta,2021-01-03,
1279,1345271445459324930,radioelshinta,2021-01-02,
1283,1344922775836786692,radioelshinta,2021-01-01,@jokoselong
1284,1344914426747441158,radioelshinta,2021-01-01,@Soemir28
1285,1344817286335533056,radioelshinta,2021-01-01,@happycooking_
1286,1344622905716445184,radioelshinta,2020-12-31,
1288,1344567608318672898,radioelshinta,2020-12-31,
1289,1344549327985754112,radioelshinta,2020-12-31,
1290,1344530243998994433,radioelshinta,2020-12-31,
1291,1344520677907263488,radioelshinta,2020-12-31,@AshaaMW
1293,1344518848981078016,radioelshinta,2020-12-31,
1294,1344510750711169024,radioelshinta,2020-12-31,@Asyaifullah_INA
1296,1344206073947848705,radioelshinta,2020-12-30,@RECOVERADIO
1297,1344159065111285762,radioelshinta,2020-12-30,@alambaskoroke4
1298,1343923573061107717,radioelshinta,2020-12-29,@sofeff
1299,1343912624388333573,radioelshinta,2020-12-29,@ProkopimMabar
1300,1343701706605953025,radioelshinta,2020-12-29,
1301,1343570114004729859,radioelshinta,2020-12-28,@Evatarida
1303,1343448090070589440,radioelshinta,2020-12-28,
1305,1343203107409338369,radioelshinta,2020-12-27,
1306,1343119246004404225,radioelshinta,2020-12-27,
1307,1343088653933760512,radioelshinta,2020-12-27,@ChusjairiMb
1308,1342787575728152577,radioelshinta,2020-12-26,@dida2525
1314,1340465770535370753,radioelshinta,2020-12-20,
1319,1339850956108787712,radioelshinta,2020-12-18,
1320,1339560635751751682,radioelshinta,2020-12-17,
1325,1339345032063537152,radioelshinta,2020-12-17,@yovander007
1326,1339317179641053185,radioelshinta,2020-12-17,
1327,1339271813990211584,radioelshinta,2020-12-17,
1329,1339240529758842880,radioelshinta,2020-12-16,@ganjarpranowo
1330,1339234950600564738,radioelshinta,2020-12-16,
1332,1339119883167002635,radioelshinta,2020-12-16,@alambanten
1333,1338999961741000704,radioelshinta,2020-12-16,@nakaluarbiasa
1346,1337631093407694851,radioelshinta,2020-12-12,@Mohamma28992919
1360,1337031270660939776,radioelshinta,2020-12-10,@billysmbring366
1366,1336643896395231232,radioelshinta,2020-12-09,@Mohamma28992919
1369,1336592750939000832,radioelshinta,2020-12-09,@billysmbring366
1382,1335795882399166464,radioelshinta,2020-12-07,@revobiru
1383,1335766366582784002,radioelshinta,2020-12-07,@RECOVERADIO
1385,1335606287090913280,radioelshinta,2020-12-06,@suryawanhendri
1386,1335595170348208128,radioelshinta,2020-12-06,@Izzapratama1
1388,1335468686639996928,radioelshinta,2020-12-06,@intanalyze
1391,1335070083249360906,radioelshinta,2020-12-05,@bobyidol
1393,1334572267624230913,radioelshinta,2020-12-04,@HyeYanti
1397,1334124732698955779,radioelshinta,2020-12-02,@kakapampam
1398,1334050203553259520,radioelshinta,2020-12-02,@Breaking24_7
1401,1333927540302381057,radioelshinta,2020-12-02,@ElshintaDotcom
1403,1333904323042893824,radioelshinta,2020-12-02,@AnakBabeGw
1456,1326243226450333698,radioelshinta,2020-11-11,
1463,1324700691927977985,radioelshinta,2020-11-06,
1466,1324156767333355520,radioelshinta,2020-11-05,
1471,1323433803386216451,radioelshinta,2020-11-03,
1474,1323401070417043456,radioelshinta,2020-11-03,@RECOVERADIO
1477,1323069828739989504,radioelshinta,2020-11-02,
1482,1321790110656995328,radioelshinta,2020-10-29,
1484,1321226640622407680,radioelshinta,2020-10-28,
1487,1320783446424211457,radioelshinta,2020-10-27,
1491,1320669504087552004,radioelshinta,2020-10-26,
1493,1320289385825234944,radioelshinta,2020-10-25,@Alzib1885
1494,1320280656148983808,radioelshinta,2020-10-25,
1495,1319983073170132992,radioelshinta,2020-10-24,
1496,1319842482088099845,radioelshinta,2020-10-24,
1506,1319297854553243649,radioelshinta,2020-10-22,
1508,1319213178979405825,radioelshinta,2020-10-22,
1509,1319099598116274176,radioelshinta,2020-10-22,
1510,1319099553191096320,radioelshinta,2020-10-22,
1512,1319081033757872132,radioelshinta,2020-10-22,
1514,1319050834332798976,radioelshinta,2020-10-22,@Muslich_Leva
1515,1319033034029498368,radioelshinta,2020-10-22,
1521,1318707320440881153,radioelshinta,2020-10-21,
1522,1318623318002462720,radioelshinta,2020-10-21,
1524,1318548615753859072,radioelshinta,2020-10-20,
1525,1318528436051214339,radioelshinta,2020-10-20,@AnakBabeGw
1526,1318518576718950400,radioelshinta,2020-10-20,
1527,1318515754296201216,radioelshinta,2020-10-20,
1528,1318497408108564483,radioelshinta,2020-10-20,
1529,1318368877227593728,radioelshinta,2020-10-20,
1532,1318146540586766336,radioelshinta,2020-10-19,
1533,1318124293901840385,radioelshinta,2020-10-19,
1535,1318081426173014016,radioelshinta,2020-10-19,@satiapratiwi
1537,1318071423412285440,radioelshinta,2020-10-19,
1538,1318045826267033600,radioelshinta,2020-10-19,
1539,1318040426335653888,radioelshinta,2020-10-19,
1540,1317834865547517952,radioelshinta,2020-10-18,
1541,1317758396607520769,radioelshinta,2020-10-18,@aulia2199
1547,1317079953419087872,radioelshinta,2020-10-16,@22_ronytamala
1551,1316611007368712194,radioelshinta,2020-10-15,@TombolSi
1555,1315987728463351808,radioelshinta,2020-10-13,@RECOVERADIO
1559,1315675844753289217,radioelshinta,2020-10-12,@evereeze
1560,1315649754240413704,radioelshinta,2020-10-12,@Tommy93507168
1561,1315643104708288522,radioelshinta,2020-10-12,@AnakBabeGw
1564,1315624841303584768,radioelshinta,2020-10-12,@DediiAjii
1567,1315234451169800193,radioelshinta,2020-10-11,@RonaldSiagian9
1568,1315226974390894594,radioelshinta,2020-10-11,@RECOVERADIO
1579,1311452720629334016,radioelshinta,2020-10-01,@IndonesiaR4Y4
1582,1310601608607141895,radioelshinta,2020-09-28,@PratamaKarsa
1584,1309155811114049536,radioelshinta,2020-09-24,@AnakBabeGw
1588,1307603928356331520,radioelshinta,2020-09-20,@ProkopimMabar
1595,1305659946629963776,radioelshinta,2020-09-15,@annasantoz318
1609,1303617870547484674,radioelshinta,2020-09-09,@alambaskoroke4
1610,1303568169081040896,radioelshinta,2020-09-09,@caramelsKYU
1612,1303567383735357440,radioelshinta,2020-09-09,@dianto_rusdian
1614,1303153096525148160,radioelshinta,2020-09-08,@dianto_rusdian
1615,1302577052244033537,radioelshinta,2020-09-06,@ElshintaTegal_
1616,1302214157735878656,radioelshinta,2020-09-05,@ElshintaTegal_
1618,1302035716831088641,radioelshinta,2020-09-05,@stefstefdr
1659,1298951419035185154,radioelshinta,2020-08-27,@im_adriannoo
1662,1298657708447432705,radioelshinta,2020-08-26,
1666,1298453035216072704,radioelshinta,2020-08-26,
1667,1298444285914705922,radioelshinta,2020-08-26,
1670,1298092674445008897,radioelshinta,2020-08-25,
1671,1298070075455356928,radioelshinta,2020-08-25,
1672,1297861023269941249,radioelshinta,2020-08-24,
1674,1297806496990814209,radioelshinta,2020-08-24,@ElshintaDotcom
1675,1297806165158457350,radioelshinta,2020-08-24,
1679,1297792821215129600,radioelshinta,2020-08-24,
1681,1297423877006491650,radioelshinta,2020-08-23,@Tommy93507168
1683,1297079811181916160,radioelshinta,2020-08-22,
1685,1296897538599968769,radioelshinta,2020-08-22,
1687,1296471792614289414,radioelshinta,2020-08-20,
1692,1295794863615557632,radioelshinta,2020-08-19,
1693,1295714849478053889,radioelshinta,2020-08-18,
1695,1294742881001906176,radioelshinta,2020-08-16,@FajarThama
1696,1294661529489436672,radioelshinta,2020-08-15,@Mita_mitcla
1698,1294597257178656769,radioelshinta,2020-08-15,
1700,1294539377368997888,radioelshinta,2020-08-15,@aikido_bushido
1704,1294079184428347393,radioelshinta,2020-08-14,@uikinahani
1705,1293720969257787396,radioelshinta,2020-08-13,@firmandamopoli
1706,1293705100121108481,radioelshinta,2020-08-13,
1707,1293645719568441346,radioelshinta,2020-08-13,@baby_alien28
1708,1293597016161832962,radioelshinta,2020-08-13,
1709,1293473500129239040,radioelshinta,2020-08-12,@ElshintaTegal_
1710,1293469681949450241,radioelshinta,2020-08-12,@rizalkangitu
1712,1293300280226766848,radioelshinta,2020-08-12,
1713,1293284943473152000,radioelshinta,2020-08-12,
1715,1293249551759892481,radioelshinta,2020-08-12,@ElshintaTegal_
1716,1293242891913932800,radioelshinta,2020-08-12,
1717,1293236409831051264,radioelshinta,2020-08-12,
1719,1293219530257252352,radioelshinta,2020-08-11,@FajarThama
1722,1293063970270539777,radioelshinta,2020-08-11,@ElshintaTegal_
1723,1293053823456403463,radioelshinta,2020-08-11,
1724,1293002379583877121,radioelshinta,2020-08-11,@padaput
1725,1293002202542272512,radioelshinta,2020-08-11,
1727,1293001808818786304,radioelshinta,2020-08-11,@radenorman
1728,1292961166319210497,radioelshinta,2020-08-11,@BerjalanA
1729,1292892041165205504,radioelshinta,2020-08-11,@AimanJudakusum1
1736,1291678668234743809,radioelshinta,2020-08-07,
1740,1291534816739909632,radioelshinta,2020-08-07,
1741,1291488599020408832,radioelshinta,2020-08-07,@FajarThama
1750,1290616301077987328,radioelshinta,2020-08-04,@AHarmuzi
1751,1290606760558858241,radioelshinta,2020-08-04,@ElshintaTegal_
1757,1289898543159762945,radioelshinta,2020-08-02,@overnightcinema
1760,1289560098260410368,radioelshinta,2020-08-01,@AndyJuliyanto22
1762,1378502235013832707,radioelshinta,2021-04-04,
1763,1377540484906713095,radioelshinta,2021-04-01,
1765,1377479187099910149,radioelshinta,2021-04-01,
1767,1376907472477167616,radioelshinta,2021-03-30,
1769,1376757679964647426,radioelshinta,2021-03-30,
1770,1376702854006771713,radioelshinta,2021-03-30,
1771,1376680060380270594,radioelshinta,2021-03-30,
1772,1376613881326407680,radioelshinta,2021-03-30,
1776,1375987719587827713,radioelshinta,2021-03-28,
1777,1375325818990198788,radioelshinta,2021-03-26,
1778,1375277072394899458,radioelshinta,2021-03-26,
1779,1375276905369235458,radioelshinta,2021-03-26,
1780,1375161813654904835,radioelshinta,2021-03-26,
1781,1375095030973489155,radioelshinta,2021-03-25,
1783,1374993644449529860,radioelshinta,2021-03-25,@JogedB
1785,1374789359266795525,radioelshinta,2021-03-25,
1788,1374556584668372997,radioelshinta,2021-03-24,
1789,1374028119552630790,radioelshinta,2021-03-22,@ElshintaTegal_
1794,1373574055824084993,radioelshinta,2021-03-21,
1796,1373443372984070147,radioelshinta,2021-03-21,
1797,1373201590794944512,radioelshinta,2021-03-20,
1798,1373177854188396546,radioelshinta,2021-03-20,
1799,1373176252463419394,radioelshinta,2021-03-20,@BangMomo
1800,1373093903675531264,radioelshinta,2021-03-20,
1802,1373087350935359490,radioelshinta,2021-03-20,
1805,1372881425100275717,radioelshinta,2021-03-19,@Suldarmawan
1808,1372036601715462147,radioelshinta,2021-03-17,
1809,1371987681161318401,radioelshinta,2021-03-17,
1812,1371828445559156738,radioelshinta,2021-03-16,@BeritaSUKOHARJO
1830,1370432951008129031,radioelshinta,2021-03-13,@Herrreza
1835,1369746883120422913,radioelshinta,2021-03-11,@stiawan1979
1837,1369602619803541504,radioelshinta,2021-03-10,@eben_heizer
1842,1369078870003961859,radioelshinta,2021-03-09,@AnakBabeGw
1850,1368753216440078342,radioelshinta,2021-03-08,@munfarikhaaas
1855,1368208176676368388,radioelshinta,2021-03-06,@utami1502
1864,1366723768459042817,radioelshinta,2021-03-02,@Nitizen_Zen
1868,1366534802992603141,radioelshinta,2021-03-02,@reynoldandries1
1869,1366529603238383622,radioelshinta,2021-03-02,@munfarikhaaas
1872,1366322726793662465,radioelshinta,2021-03-01,@hkb_26april
1928,1361724521711996931,radioelshinta,2021-02-17,@BADRUZ92443269
1931,1361434611260170241,radioelshinta,2021-02-16,@m_natsirdmokrat
1934,1360973122942300161,radioelshinta,2021-02-14,
1935,1360805307304144896,radioelshinta,2021-02-14,
1936,1360794580048744450,radioelshinta,2021-02-14,
1939,1360758938241691648,radioelshinta,2021-02-14,
1940,1360743762784178179,radioelshinta,2021-02-14,@bagaas_hermawan
1941,1360662523905626114,radioelshinta,2021-02-14,@ElshintaTegal_
1944,1360413609805766656,radioelshinta,2021-02-13,
1945,1360413549193928704,radioelshinta,2021-02-13,
1946,1360413479799148546,radioelshinta,2021-02-13,
1947,1360413349633134594,radioelshinta,2021-02-13,
1948,1360402580027842560,radioelshinta,2021-02-13,@turunBuyutKarti
1950,1359959139754119169,radioelshinta,2021-02-12,@AbizarRawk
1951,1359793074642120704,radioelshinta,2021-02-11,
1952,1359722949725491203,radioelshinta,2021-02-11,@Masdjodi1
1953,1359578883905835012,radioelshinta,2021-02-11,
1954,1359526790289448963,radioelshinta,2021-02-10,@violet_Lya
1956,1359329167439921153,radioelshinta,2021-02-10,
1957,1358470436867088384,radioelshinta,2021-02-08,@T14503NG
1959,1358342948551753730,radioelshinta,2021-02-07,
1961,1357744277070123008,radioelshinta,2021-02-06,@rhencoe
1962,1357131518188027905,radioelshinta,2021-02-04,@FitRadioBandung
1963,1357003008278556673,radioelshinta,2021-02-03,
1964,1356740818103529472,radioelshinta,2021-02-03,@Gus_Arifin
1965,1356453994617397253,radioelshinta,2021-02-02,@greenxcode
1967,1356206084130672643,radioelshinta,2021-02-01,@Jeffrey_JN
1969,1356107168601100296,radioelshinta,2021-02-01,
1974,1356085267845705729,radioelshinta,2021-02-01,@FitRadioBandung
1975,1355846832518090755,radioelshinta,2021-01-31,@AndiMONTY
1977,1355703305247154176,radioelshinta,2021-01-31,
1978,1355599159911469066,radioelshinta,2021-01-31,
1979,1355583362824425475,radioelshinta,2021-01-31,
1981,1355348890350829574,radioelshinta,2021-01-30,
1983,1355079006677159947,radioelshinta,2021-01-29,
1984,1354992838518292482,radioelshinta,2021-01-29,
1986,1354974015958306824,radioelshinta,2021-01-29,@FitRadioBandung
1987,1354911377375170561,radioelshinta,2021-01-29,
1988,1354759287201959936,radioelshinta,2021-01-28,@_AndikaP_
1991,1354621764098170891,radioelshinta,2021-01-28,
1993,1354454441383010305,radioelshinta,2021-01-27,
1995,1354348260027027458,radioelshinta,2021-01-27,@triwin_arso
1996,1354281358625959936,radioelshinta,2021-01-27,@samoederaharapa
1999,1353984775980085249,radioelshinta,2021-01-26,
2000,1353588401795067904,radioelshinta,2021-01-25,
2003,1353530683428200448,radioelshinta,2021-01-25,@ElshintaTegal_
2006,1353313503071793155,radioelshinta,2021-01-24,@gatotrifai
2007,1353295214719320064,radioelshinta,2021-01-24,
2008,1353281443984678912,radioelshinta,2021-01-24,
2009,1353266249749254144,radioelshinta,2021-01-24,
2010,1353213372347518976,radioelshinta,2021-01-24,@polos_kucing
2012,1353015967991828480,radioelshinta,2021-01-23,@dekabadai_28
2013,1352932700848492545,radioelshinta,2021-01-23,
2014,1352902065127710720,radioelshinta,2021-01-23,@twitnya_jae
2019,1352469621870260224,radioelshinta,2021-01-22,@er_wannn
2022,1352182396230139904,radioelshinta,2021-01-21,@movicgu
2026,1351896009274650632,radioelshinta,2021-01-20,@99Lidhe
2029,1351730505603977216,radioelshinta,2021-01-20,@amarrdn12
2030,1351706351362166787,radioelshinta,2021-01-20,@Himber_lakeA1
2036,1350937499204521996,radioelshinta,2021-01-18,@haryonoagus073
2037,1350809748526952449,radioelshinta,2021-01-17,@erwinpanggabean
2048,1349975037898461186,radioelshinta,2021-01-15,@b_dewanti
